XLabel,Wavenumber
YLabel,Absorbance
FileType,Absorbance
DisplayDirection,20300
PeakDirection,20312
2369.122046,0.634798
2369.363104,0.607335
2369.604163,0.595691
2369.845221,0.598577
2370.086279,0.608242
2370.327338,0.579177
2370.568396,0.542054
2370.809455,0.530399
2371.050513,0.536330
2371.291571,0.542182
2371.532630,0.501178
2371.773688,0.468876
2372.014747,0.464207
2372.255805,0.477622
2372.496863,0.477357
2372.737922,0.431810
2372.978980,0.405773
2373.220039,0.405149
2373.461097,0.417759
2373.702156,0.397545
2373.943214,0.357896
2374.184272,0.344094
2374.425331,0.350470
2374.666389,0.352260
2374.907448,0.318498
2375.148506,0.294856
2375.389564,0.294281
2375.630623,0.303419
2375.871681,0.285252
2376.112740,0.256358
2376.353798,0.249387
2376.594856,0.258661
2376.835915,0.252222
2377.076973,0.222252
2377.318032,0.208981
2377.559090,0.215336
2377.800148,0.216201
2378.041207,0.191505
2378.282265,0.175914
2378.523324,0.180231
2378.764382,0.183512
2379.005441,0.163114
2379.246499,0.147619
2379.487557,0.150909
2379.728616,0.153738
2379.969674,0.136345
2380.210733,0.123748
2380.451791,0.128065
2380.692849,0.129401
2380.933908,0.113700
2381.174966,0.104831
2381.416025,0.109547
2381.657083,0.106943
2381.898141,0.092714
2382.139200,0.088184
2382.380258,0.091873
2382.621317,0.085622
2382.862375,0.075303
2383.103433,0.074728
2383.344492,0.074758
2383.585550,0.066274
2383.826609,0.060615
2384.067667,0.060797
2384.308726,0.056692
2384.549784,0.050161
2384.790842,0.048490
2385.031901,0.046844
2385.272959,0.041859
2385.514018,0.038847
2385.755076,0.037440
2385.996134,0.034037
2386.237193,0.031030
2386.478251,0.029616
2386.719310,0.027541
2386.960368,0.025438
2387.201426,0.024232
2387.442485,0.022727
2387.683543,0.021109
2387.924602,0.019982
2388.165660,0.018844
2388.406718,0.017797
2388.647777,0.017052
2388.888835,0.016318
2389.129894,0.015678
2389.370952,0.015242
2389.612011,0.014876
2389.853069,0.014517
2390.094127,0.014123
2390.335186,0.013764
2390.576244,0.013501
2390.817303,0.013246
2391.058361,0.012983
2391.299419,0.012781
2391.540478,0.012655
2391.781536,0.012546
2392.022595,0.012392
2392.263653,0.012240
2392.504711,0.012215
2392.745770,0.012284
2392.986828,0.012276
2393.227887,0.012195
2393.468945,0.012163
2393.710003,0.012156
2393.951062,0.012110
2394.192120,0.012072
2394.433179,0.012083
2394.674237,0.012126
2394.915296,0.012180
2395.156354,0.012217
2395.397412,0.012210
2395.638471,0.012192
2395.879529,0.012186
2396.120588,0.012140
2396.361646,0.012033
2396.602704,0.011912
2396.843763,0.011815
2397.084821,0.011792
2397.325880,0.011885
2397.566938,0.012012
2397.807996,0.012029
2398.049055,0.011897
2398.290113,0.011751
2398.531172,0.011755
2398.772230,0.011889
2399.013288,0.011962
2399.254347,0.011876
2399.495405,0.011731
2399.736464,0.011646
2399.977522,0.011604
2400.218581,0.011546
2400.459639,0.011523
2400.700697,0.011616
2400.941756,0.011776
2401.182814,0.011880
2401.423873,0.011910
2401.664931,0.011927
2401.905989,0.011942
2402.147048,0.011913
2402.388106,0.011811
2402.629165,0.011683
2402.870223,0.011637
2403.111281,0.011664
2403.352340,0.011639
2403.593398,0.011592
2403.834457,0.011657
2404.075515,0.011778
2404.316574,0.011776
2404.557632,0.011649
2404.798690,0.011562
2405.039749,0.011574
2405.280807,0.011612
2405.521866,0.011637
2405.762924,0.011636
2406.003982,0.011593
2406.245041,0.011566
2406.486099,0.011613
2406.727158,0.011670
2406.968216,0.011671
2407.209274,0.011656
2407.450333,0.011641
2407.691391,0.011571
2407.932450,0.011490
2408.173508,0.011523
2408.414566,0.011682
2408.655625,0.011863
2408.896683,0.011981
2409.137742,0.012002
2409.378800,0.011921
2409.619859,0.011813
2409.860917,0.011753
2410.101975,0.011686
2410.343034,0.011586
2410.584092,0.011547
2410.825151,0.011577
2411.066209,0.011588
2411.307267,0.011580
2411.548326,0.011578
2411.789384,0.011552
2412.030443,0.011516
2412.271501,0.011493
2412.512559,0.011447
2412.753618,0.011413
2412.994676,0.011480
2413.235735,0.011604
2413.476793,0.011668
2413.717851,0.011647
2413.958910,0.011596
2414.199968,0.011592
2414.441027,0.011643
2414.682085,0.011610
2414.923144,0.011434
2415.164202,0.011297
2415.405260,0.011361
2415.646319,0.011519
2415.887377,0.011577
2416.128436,0.011551
2416.369494,0.011587
2416.610552,0.011681
2416.851611,0.011683
2417.092669,0.011525
2417.333728,0.011339
2417.574786,0.011297
2417.815844,0.011376
2418.056903,0.011409
2418.297961,0.011359
2418.539020,0.011355
2418.780078,0.011426
2419.021136,0.011440
2419.262195,0.011359
2419.503253,0.011309
2419.744312,0.011335
2419.985370,0.011379
2420.226429,0.011390
2420.467487,0.011355
2420.708545,0.011336
2420.949604,0.011400
2421.190662,0.011464
2421.431721,0.011424
2421.672779,0.011340
2421.913837,0.011307
2422.154896,0.011314
2422.395954,0.011310
2422.637013,0.011285
2422.878071,0.011242
2423.119129,0.011199
2423.360188,0.011206
2423.601246,0.011263
2423.842305,0.011279
2424.083363,0.011206
2424.324421,0.011131
2424.565480,0.011148
2424.806538,0.011240
2425.047597,0.011336
2425.288655,0.011365
2425.529714,0.011298
2425.770772,0.011234
2426.011830,0.011312
2426.252889,0.011519
2426.493947,0.011694
2426.735006,0.011694
2426.976064,0.011553
2427.217122,0.011438
2427.458181,0.011429
2427.699239,0.011461
2427.940298,0.011449
2428.181356,0.011353
2428.422414,0.011218
2428.663473,0.011119
2428.904531,0.011018
2429.145590,0.010883
2429.386648,0.010814
2429.627706,0.010875
2429.868765,0.011001
2430.109823,0.011125
2430.350882,0.011246
2430.591940,0.011356
2430.832999,0.011362
2431.074057,0.011214
2431.315115,0.011014
2431.556174,0.010879
2431.797232,0.010873
2432.038291,0.011002
2432.279349,0.011177
2432.520407,0.011260
2432.761466,0.011188
2433.002524,0.011050
2433.243583,0.011025
2433.484641,0.011150
2433.725699,0.011254
2433.966758,0.011203
2434.207816,0.011098
2434.448875,0.011120
2434.689933,0.011252
2434.930991,0.011305
2435.172050,0.011208
2435.413108,0.011093
2435.654167,0.011067
2435.895225,0.011086
2436.136284,0.011063
2436.377342,0.011016
2436.618400,0.011029
2436.859459,0.011105
2437.100517,0.011174
2437.341576,0.011187
2437.582634,0.011139
2437.823692,0.011073
2438.064751,0.011039
2438.305809,0.011007
2438.546868,0.010923
2438.787926,0.010859
2439.028984,0.010908
2439.270043,0.010994
2439.511101,0.011000
2439.752160,0.010929
2439.993218,0.010862
2440.234276,0.010874
2440.475335,0.010938
2440.716393,0.010941
2440.957452,0.010878
2441.198510,0.010821
2441.439569,0.010774
2441.680627,0.010755
2441.921685,0.010834
2442.162744,0.010980
2442.403802,0.011064
2442.644861,0.011043
2442.885919,0.011000
2443.126977,0.010970
2443.368036,0.010885
2443.609094,0.010747
2443.850153,0.010660
2444.091211,0.010611
2444.332269,0.010533
2444.573328,0.010533
2444.814386,0.010720
2445.055445,0.010980
2445.296503,0.011154
2445.537561,0.011217
2445.778620,0.011181
2446.019678,0.011056
2446.260737,0.010907
2446.501795,0.010791
2446.742854,0.010710
2446.983912,0.010697
2447.224970,0.010763
2447.466029,0.010831
2447.707087,0.010874
2447.948146,0.010943
2448.189204,0.011018
2448.430262,0.011026
2448.671321,0.010950
2448.912379,0.010785
2449.153438,0.010576
2449.394496,0.010439
2449.635554,0.010433
2449.876613,0.010499
2450.117671,0.010567
2450.358730,0.010643
2450.599788,0.010755
2450.840846,0.010830
2451.081905,0.010769
2451.322963,0.010686
2451.564022,0.010760
2451.805080,0.010922
2452.046139,0.010989
2452.287197,0.010922
2452.528255,0.010815
2452.769314,0.010779
2453.010372,0.010819
2453.251431,0.010839
2453.492489,0.010816
2453.733547,0.010787
2453.974606,0.010742
2454.215664,0.010682
2454.456723,0.010654
2454.697781,0.010682
2454.938839,0.010718
2455.179898,0.010704
2455.420956,0.010655
2455.662015,0.010605
2455.903073,0.010565
2456.144131,0.010607
2456.385190,0.010797
2456.626248,0.010984
2456.867307,0.010977
2457.108365,0.010846
2457.349424,0.010748
2457.590482,0.010680
2457.831540,0.010588
2458.072599,0.010467
2458.313657,0.010366
2458.554716,0.010373
2458.795774,0.010510
2459.036832,0.010685
2459.277891,0.010802
2459.518949,0.010792
2459.760008,0.010669
2460.001066,0.010568
2460.242124,0.010579
2460.483183,0.010627
2460.724241,0.010603
2460.965300,0.010506
2461.206358,0.010414
2461.447416,0.010372
2461.688475,0.010375
2461.929533,0.010401
2462.170592,0.010428
2462.411650,0.010429
2462.652709,0.010415
2462.893767,0.010434
2463.134825,0.010500
2463.375884,0.010593
2463.616942,0.010694
2463.858001,0.010716
2464.099059,0.010589
2464.340117,0.010455
2464.581176,0.010487
2464.822234,0.010627
2465.063293,0.010693
2465.304351,0.010635
2465.545409,0.010548
2465.786468,0.010480
2466.027526,0.010434
2466.268585,0.010461
2466.509643,0.010534
2466.750701,0.010497
2466.991760,0.010337
2467.232818,0.010250
2467.473877,0.010348
2467.714935,0.010486
2467.955994,0.010488
2468.197052,0.010424
2468.438110,0.010437
2468.679169,0.010472
2468.920227,0.010463
2469.161286,0.010490
2469.402344,0.010547
2469.643402,0.010533
2469.884461,0.010454
2470.125519,0.010352
2470.366578,0.010206
2470.607636,0.010070
2470.848694,0.010044
2471.089753,0.010104
2471.330811,0.010155
2471.571870,0.010209
2471.812928,0.010365
2472.053986,0.010638
2472.295045,0.010870
2472.536103,0.010898
2472.777162,0.010769
2473.018220,0.010646
2473.259279,0.010566
2473.500337,0.010493
2473.741395,0.010460
2473.982454,0.010467
2474.223512,0.010398
2474.464571,0.010232
2474.705629,0.010141
2474.946687,0.010230
2475.187746,0.010380
2475.428804,0.010471
2475.669863,0.010522
2475.910921,0.010570
2476.151979,0.010589
2476.393038,0.010577
2476.634096,0.010583
2476.875155,0.010610
2477.116213,0.010616
2477.357271,0.010581
2477.598330,0.010492
2477.839388,0.010378
2478.080447,0.010306
2478.321505,0.010297
2478.562564,0.010301
2478.803622,0.010259
2479.044680,0.010178
2479.285739,0.010135
2479.526797,0.010197
2479.767856,0.010336
2480.008914,0.010423
2480.249972,0.010351
2480.491031,0.010187
2480.732089,0.010128
2480.973148,0.010254
2481.214206,0.010455
2481.455264,0.010556
2481.696323,0.010473
2481.937381,0.010308
2482.178440,0.010232
2482.419498,0.010274
2482.660556,0.010318
2482.901615,0.010261
2483.142673,0.010109
2483.383732,0.009973
2483.624790,0.009936
2483.865849,0.009993
2484.106907,0.010091
2484.347965,0.010141
2484.589024,0.010105
2484.830082,0.010060
2485.071141,0.010042
2485.312199,0.010004
2485.553257,0.009956
2485.794316,0.009959
2486.035374,0.010014
2486.276433,0.010065
2486.517491,0.010048
2486.758549,0.009931
2486.999608,0.009807
2487.240666,0.009817
2487.481725,0.009937
2487.722783,0.010077
2487.963841,0.010209
2488.204900,0.010284
2488.445958,0.010288
2488.687017,0.010288
2488.928075,0.010288
2489.169134,0.010274
2489.410192,0.010258
2489.651250,0.010168
2489.892309,0.009990
2490.133367,0.009888
2490.374426,0.009929
2490.615484,0.010003
2490.856542,0.010057
2491.097601,0.010132
2491.338659,0.010239
2491.579718,0.010305
2491.820776,0.010242
2492.061834,0.010084
2492.302893,0.009982
2492.543951,0.010010
2492.785010,0.010044
2493.026068,0.009921
2493.267127,0.009703
2493.508185,0.009628
2493.749243,0.009787
2493.990302,0.010050
2494.231360,0.010259
2494.472419,0.010358
2494.713477,0.010368
2494.954535,0.010306
2495.195594,0.010148
2495.436652,0.009909
2495.677711,0.009723
2495.918769,0.009702
2496.159827,0.009762
2496.400886,0.009757
2496.641944,0.009688
2496.883003,0.009637
2497.124061,0.009612
2497.365119,0.009599
2497.606178,0.009667
2497.847236,0.009876
2498.088295,0.010106
2498.329353,0.010167
2498.570412,0.010076
2498.811470,0.010017
2499.052528,0.010068
2499.293587,0.010212
2499.534645,0.010401
2499.775704,0.010474
2500.016762,0.010298
2500.257820,0.009990
2500.498879,0.009759
2500.739937,0.009657
2500.980996,0.009626
2501.222054,0.009690
2501.463112,0.009885
2501.704171,0.010069
2501.945229,0.010063
2502.186288,0.009952
2502.427346,0.009947
2502.668404,0.010052
2502.909463,0.010077
2503.150521,0.009913
2503.391580,0.009682
2503.632638,0.009574
2503.873697,0.009596
2504.114755,0.009635
2504.355813,0.009649
2504.596872,0.009681
2504.837930,0.009750
2505.078989,0.009791
2505.320047,0.009764
2505.561105,0.009772
2505.802164,0.009862
2506.043222,0.009882
2506.284281,0.009743
2506.525339,0.009583
2506.766397,0.009492
2507.007456,0.009391
2507.248514,0.009288
2507.489573,0.009273
2507.730631,0.009305
2507.971689,0.009317
2508.212748,0.009348
2508.453806,0.009456
2508.694865,0.009618
2508.935923,0.009746
2509.176982,0.009794
2509.418040,0.009782
2509.659098,0.009724
2509.900157,0.009603
2510.141215,0.009448
2510.382274,0.009313
2510.623332,0.009227
2510.864390,0.009255
2511.105449,0.009415
2511.346507,0.009552
2511.587566,0.009573
2511.828624,0.009539
2512.069682,0.009470
2512.310741,0.009380
2512.551799,0.009345
2512.792858,0.009365
2513.033916,0.009337
2513.274974,0.009210
2513.516033,0.009125
2513.757091,0.009222
2513.998150,0.009389
2514.239208,0.009475
2514.480267,0.009483
2514.721325,0.009448
2514.962383,0.009438
2515.203442,0.009504
2515.444500,0.009541
2515.685559,0.009501
2515.926617,0.009509
2516.167675,0.009567
2516.408734,0.009536
2516.649792,0.009417
2516.890851,0.009290
2517.131909,0.009183
2517.372967,0.009133
2517.614026,0.009170
2517.855084,0.009258
2518.096143,0.009332
2518.337201,0.009367
2518.578259,0.009395
2518.819318,0.009441
2519.060376,0.009475
2519.301435,0.009484
2519.542493,0.009500
2519.783552,0.009535
2520.024610,0.009545
2520.265668,0.009477
2520.506727,0.009315
2520.747785,0.009140
2520.988844,0.009080
2521.229902,0.009186
2521.470960,0.009417
2521.712019,0.009594
2521.953077,0.009556
2522.194136,0.009463
2522.435194,0.009477
2522.676252,0.009400
2522.917311,0.009169
2523.158369,0.009030
2523.399428,0.009023
2523.640486,0.009006
2523.881544,0.008956
2524.122603,0.008918
2524.363661,0.008964
2524.604720,0.009140
2524.845778,0.009349
2525.086837,0.009476
2525.327895,0.009544
2525.568953,0.009585
2525.810012,0.009506
2526.051070,0.009250
2526.292129,0.008940
2526.533187,0.008732
2526.774245,0.008656
2527.015304,0.008665
2527.256362,0.008765
2527.497421,0.008945
2527.738479,0.009114
2527.979537,0.009218
2528.220596,0.009245
2528.461654,0.009168
2528.702713,0.009078
2528.943771,0.009123
2529.184829,0.009259
2529.425888,0.009324
2529.666946,0.009246
2529.908005,0.009082
2530.149063,0.008929
2530.390122,0.008819
2530.631180,0.008767
2530.872238,0.008822
2531.113297,0.008909
2531.354355,0.008902
2531.595414,0.008858
2531.836472,0.008887
2532.077530,0.008959
2532.318589,0.008970
2532.559647,0.008901
2532.800706,0.008856
2533.041764,0.008861
2533.282822,0.008815
2533.523881,0.008732
2533.764939,0.008709
2534.005998,0.008729
2534.247056,0.008776
2534.488114,0.008834
2534.729173,0.008806
2534.970231,0.008740
2535.211290,0.008790
2535.452348,0.008842
2535.693407,0.008739
2535.934465,0.008647
2536.175523,0.008708
2536.416582,0.008803
2536.657640,0.008830
2536.898699,0.008761
2537.139757,0.008627
2537.380815,0.008576
2537.621874,0.008668
2537.862932,0.008777
2538.103991,0.008829
2538.345049,0.008884
2538.586107,0.008960
2538.827166,0.008962
2539.068224,0.008877
2539.309283,0.008819
2539.550341,0.008777
2539.791399,0.008700
2540.032458,0.008679
2540.273516,0.008735
2540.514575,0.008778
2540.755633,0.008840
2540.996692,0.008963
2541.237750,0.009022
2541.478808,0.008940
2541.719867,0.008818
2541.960925,0.008766
2542.201984,0.008771
2542.443042,0.008742
2542.684100,0.008636
2542.925159,0.008557
2543.166217,0.008575
2543.407276,0.008615
2543.648334,0.008635
2543.889392,0.008664
2544.130451,0.008700
2544.371509,0.008747
2544.612568,0.008811
2544.853626,0.008855
2545.094684,0.008835
2545.335743,0.008780
2545.576801,0.008782
2545.817860,0.008845
2546.058918,0.008837
2546.299977,0.008725
2546.541035,0.008623
2546.782093,0.008602
2547.023152,0.008676
2547.264210,0.008816
2547.505269,0.008902
2547.746327,0.008890
2547.987385,0.008850
2548.228444,0.008819
2548.469502,0.008850
2548.710561,0.009009
2548.951619,0.009141
2549.192677,0.009020
2549.433736,0.008740
2549.674794,0.008577
2549.915853,0.008607
2550.156911,0.008713
2550.397969,0.008751
2550.639028,0.008638
2550.880086,0.008387
2551.121145,0.008140
2551.362203,0.008118
2551.603262,0.008350
2551.844320,0.008586
2552.085378,0.008636
2552.326437,0.008542
2552.567495,0.008414
2552.808554,0.008365
2553.049612,0.008465
2553.290670,0.008612
2553.531729,0.008656
2553.772787,0.008602
2554.013846,0.008552
2554.254904,0.008536
2554.495962,0.008550
2554.737021,0.008638
2554.978079,0.008810
2555.219138,0.008966
2555.460196,0.009026
2555.701254,0.009023
2555.942313,0.009003
2556.183371,0.008973
2556.424430,0.008974
2556.665488,0.009045
2556.906547,0.009078
2557.147605,0.008938
2557.388663,0.008701
2557.629722,0.008593
2557.870780,0.008715
2558.111839,0.008866
2558.352897,0.008779
2558.593955,0.008551
2558.835014,0.008469
2559.076072,0.008556
2559.317131,0.008716
2559.558189,0.008924
2559.799247,0.009061
2560.040306,0.008996
2560.281364,0.008807
2560.522423,0.008650
2560.763481,0.008616
2561.004539,0.008722
2561.245598,0.008874
2561.486656,0.008947
2561.727715,0.008885
2561.968773,0.008723
2562.209832,0.008591
2562.450890,0.008578
2562.691948,0.008625
2562.933007,0.008650
2563.174065,0.008617
2563.415124,0.008550
2563.656182,0.008548
2563.897240,0.008601
2564.138299,0.008606
2564.379357,0.008591
2564.620416,0.008640
2564.861474,0.008696
2565.102532,0.008656
2565.343591,0.008518
2565.584649,0.008399
2565.825708,0.008400
2566.066766,0.008478
2566.307824,0.008546
2566.548883,0.008590
2566.789941,0.008668
2567.031000,0.008824
2567.272058,0.008965
2567.513117,0.008935
2567.754175,0.008718
2567.995233,0.008482
2568.236292,0.008449
2568.477350,0.008670
2568.718409,0.008969
2568.959467,0.009127
2569.200525,0.009075
2569.441584,0.008894
2569.682642,0.008755
2569.923701,0.008768
2570.164759,0.008836
2570.405817,0.008848
2570.646876,0.008893
2570.887934,0.009010
2571.128993,0.009059
2571.370051,0.008989
2571.611109,0.008935
2571.852168,0.008985
2572.093226,0.009048
2572.334285,0.009015
2572.575343,0.008877
2572.816402,0.008709
2573.057460,0.008600
2573.298518,0.008591
2573.539577,0.008683
2573.780635,0.008856
2574.021694,0.009030
2574.262752,0.009140
2574.503810,0.009133
2574.744869,0.008945
2574.985927,0.008668
2575.226986,0.008519
2575.468044,0.008520
2575.709102,0.008560
2575.950161,0.008624
2576.191219,0.008730
2576.432278,0.008839
2576.673336,0.008936
2576.914394,0.009035
2577.155453,0.009141
2577.396511,0.009224
2577.637570,0.009206
2577.878628,0.009065
2578.119687,0.008907
2578.360745,0.008836
2578.601803,0.008844
2578.842862,0.008855
2579.083920,0.008820
2579.324979,0.008740
2579.566037,0.008661
2579.807095,0.008612
2580.048154,0.008589
2580.289212,0.008583
2580.530271,0.008607
2580.771329,0.008679
2581.012387,0.008768
2581.253446,0.008825
2581.494504,0.008858
2581.735563,0.008843
2581.976621,0.008726
2582.217680,0.008593
2582.458738,0.008604
2582.699796,0.008760
2582.940855,0.008900
2583.181913,0.008894
2583.422972,0.008770
2583.664030,0.008693
2583.905088,0.008749
2584.146147,0.008844
2584.387205,0.008875
2584.628264,0.008850
2584.869322,0.008862
2585.110380,0.008939
2585.351439,0.008953
2585.592497,0.008821
2585.833556,0.008704
2586.074614,0.008780
2586.315672,0.008934
2586.556731,0.008923
2586.797789,0.008780
2587.038848,0.008751
2587.279906,0.008881
2587.520965,0.008996
2587.762023,0.009002
2588.003081,0.008945
2588.244140,0.008916
2588.485198,0.008976
2588.726257,0.009101
2588.967315,0.009157
2589.208373,0.009044
2589.449432,0.008861
2589.690490,0.008746
2589.931549,0.008665
2590.172607,0.008603
2590.413665,0.008678
2590.654724,0.008883
2590.895782,0.009026
2591.136841,0.008976
2591.377899,0.008829
2591.618957,0.008804
2591.860016,0.008976
2592.101074,0.009182
2592.342133,0.009214
2592.583191,0.009027
2592.824250,0.008800
2593.065308,0.008723
2593.306366,0.008735
2593.547425,0.008737
2593.788483,0.008812
2594.029542,0.009010
2594.270600,0.009176
2594.511658,0.009165
2594.752717,0.009005
2594.993775,0.008793
2595.234834,0.008648
2595.475892,0.008692
2595.716950,0.008899
2595.958009,0.009075
2596.199067,0.009066
2596.440126,0.008949
2596.681184,0.008908
2596.922242,0.008952
2597.163301,0.008957
2597.404359,0.008908
2597.645418,0.008863
2597.886476,0.008833
2598.127535,0.008841
2598.368593,0.008916
2598.609651,0.008983
2598.850710,0.008943
2599.091768,0.008814
2599.332827,0.008687
2599.573885,0.008623
2599.814943,0.008656
2600.056002,0.008800
2600.297060,0.008994
2600.538119,0.009123
2600.779177,0.009145
2601.020235,0.009152
2601.261294,0.009231
2601.502352,0.009297
2601.743411,0.009210
2601.984469,0.009006
2602.225527,0.008877
2602.466586,0.008916
2602.707644,0.008978
2602.948703,0.008879
2603.189761,0.008664
2603.430820,0.008531
2603.671878,0.008570
2603.912936,0.008692
2604.153995,0.008786
2604.395053,0.008828
2604.636112,0.008791
2604.877170,0.008683
2605.118228,0.008603
2605.359287,0.008590
2605.600345,0.008645
2605.841404,0.008833
2606.082462,0.009067
2606.323520,0.009090
2606.564579,0.008876
2606.805637,0.008692
2607.046696,0.008704
2607.287754,0.008817
2607.528812,0.008904
2607.769871,0.008914
2608.010929,0.008815
2608.251988,0.008706
2608.493046,0.008758
2608.734105,0.008911
2608.975163,0.008968
2609.216221,0.008920
2609.457280,0.008900
2609.698338,0.008931
2609.939397,0.008898
2610.180455,0.008756
2610.421513,0.008613
2610.662572,0.008565
2610.903630,0.008628
2611.144689,0.008789
2611.385747,0.008951
2611.626805,0.009009
2611.867864,0.008991
2612.108922,0.008942
2612.349981,0.008808
2612.591039,0.008570
2612.832097,0.008355
2613.073156,0.008271
2613.314214,0.008312
2613.555273,0.008430
2613.796331,0.008569
2614.037390,0.008672
2614.278448,0.008746
2614.519506,0.008843
2614.760565,0.008957
2615.001623,0.008993
2615.242682,0.008909
2615.483740,0.008827
2615.724798,0.008838
2615.965857,0.008898
2616.206915,0.008943
2616.447974,0.008951
2616.689032,0.008941
2616.930090,0.008973
2617.171149,0.009053
2617.412207,0.009079
2617.653266,0.008989
2617.894324,0.008869
2618.135382,0.008799
2618.376441,0.008777
2618.617499,0.008794
2618.858558,0.008805
2619.099616,0.008746
2619.340675,0.008626
2619.581733,0.008500
2619.822791,0.008414
2620.063850,0.008450
2620.304908,0.008623
2620.545967,0.008806
2620.787025,0.008895
2621.028083,0.008928
2621.269142,0.008971
2621.510200,0.009010
2621.751259,0.009002
2621.992317,0.008941
2622.233375,0.008834
2622.474434,0.008718
2622.715492,0.008659
2622.956551,0.008669
2623.197609,0.008680
2623.438667,0.008642
2623.679726,0.008614
2623.920784,0.008655
2624.161843,0.008703
2624.402901,0.008675
2624.643960,0.008614
2624.885018,0.008587
2625.126076,0.008584
2625.367135,0.008577
2625.608193,0.008557
2625.849252,0.008506
2626.090310,0.008421
2626.331368,0.008370
2626.572427,0.008420
2626.813485,0.008539
2627.054544,0.008630
2627.295602,0.008659
2627.536660,0.008700
2627.777719,0.008783
2628.018777,0.008846
2628.259836,0.008895
2628.500894,0.008974
2628.741952,0.009002
2628.983011,0.008920
2629.224069,0.008850
2629.465128,0.008890
2629.706186,0.008953
2629.947245,0.008943
2630.188303,0.008920
2630.429361,0.008933
2630.670420,0.008907
2630.911478,0.008820
2631.152537,0.008723
2631.393595,0.008634
2631.634653,0.008614
2631.875712,0.008692
2632.116770,0.008785
2632.357829,0.008879
2632.598887,0.008967
2632.839945,0.008954
2633.081004,0.008854
2633.322062,0.008782
2633.563121,0.008716
2633.804179,0.008625
2634.045237,0.008618
2634.286296,0.008723
2634.527354,0.008811
2634.768413,0.008813
2635.009471,0.008780
2635.250530,0.008755
2635.491588,0.008744
2635.732646,0.008756
2635.973705,0.008797
2636.214763,0.008848
2636.455822,0.008860
2636.696880,0.008810
2636.937938,0.008755
2637.178997,0.008724
2637.420055,0.008652
2637.661114,0.008581
2637.902172,0.008663
2638.143230,0.008887
2638.384289,0.009040
2638.625347,0.008966
2638.866406,0.008761
2639.107464,0.008628
2639.348522,0.008640
2639.589581,0.008739
2639.830639,0.008820
2640.071698,0.008778
2640.312756,0.008640
2640.553815,0.008555
2640.794873,0.008597
2641.035931,0.008737
2641.276990,0.008920
2641.518048,0.009044
2641.759107,0.009020
2642.000165,0.008889
2642.241223,0.008729
2642.482282,0.008594
2642.723340,0.008547
2642.964399,0.008597
2643.205457,0.008645
2643.446515,0.008631
2643.687574,0.008631
2643.928632,0.008748
2644.169691,0.008927
2644.410749,0.008989
2644.651807,0.008860
2644.892866,0.008696
2645.133924,0.008663
2645.374983,0.008695
2645.616041,0.008636
2645.857100,0.008511
2646.098158,0.008435
2646.339216,0.008427
2646.580275,0.008460
2646.821333,0.008522
2647.062392,0.008574
2647.303450,0.008602
2647.544508,0.008660
2647.785567,0.008784
2648.026625,0.008910
2648.267684,0.008953
2648.508742,0.008924
2648.749800,0.008869
2648.990859,0.008746
2649.231917,0.008547
2649.472976,0.008403
2649.714034,0.008418
2649.955092,0.008570
2650.196151,0.008771
2650.437209,0.008890
2650.678268,0.008872
2650.919326,0.008802
2651.160385,0.008763
2651.401443,0.008792
2651.642501,0.008919
2651.883560,0.009030
2652.124618,0.008922
2652.365677,0.008636
2652.606735,0.008462
2652.847793,0.008540
2653.088852,0.008693
2653.329910,0.008712
2653.570969,0.008602
2653.812027,0.008488
2654.053085,0.008476
2654.294144,0.008608
2654.535202,0.008795
2654.776261,0.008856
2655.017319,0.008736
2655.258377,0.008584
2655.499436,0.008524
2655.740494,0.008542
2655.981553,0.008628
2656.222611,0.008803
2656.463670,0.008943
2656.704728,0.008849
2656.945786,0.008545
2657.186845,0.008240
2657.427903,0.008085
2657.668962,0.008129
2657.910020,0.008324
2658.151078,0.008560
2658.392137,0.008772
2658.633195,0.008942
2658.874254,0.009043
2659.115312,0.009065
2659.356370,0.009039
2659.597429,0.008953
2659.838487,0.008737
2660.079546,0.008469
2660.320604,0.008367
2660.561662,0.008497
2660.802721,0.008693
2661.043779,0.008774
2661.284838,0.008719
2661.525896,0.008635
2661.766955,0.008616
2662.008013,0.008653
2662.249071,0.008653
2662.490130,0.008565
2662.731188,0.008444
2662.972247,0.008389
2663.213305,0.008442
2663.454363,0.008558
2663.695422,0.008651
2663.936480,0.008663
2664.177539,0.008637
2664.418597,0.008678
2664.659655,0.008811
2664.900714,0.008938
2665.141772,0.008970
2665.382831,0.008930
2665.623889,0.008876
2665.864947,0.008844
2666.106006,0.008822
2666.347064,0.008728
2666.588123,0.008559
2666.829181,0.008438
2667.070240,0.008454
2667.311298,0.008582
2667.552356,0.008731
2667.793415,0.008790
2668.034473,0.008725
2668.275532,0.008592
2668.516590,0.008449
2668.757648,0.008361
2668.998707,0.008371
2669.239765,0.008412
2669.480824,0.008418
2669.721882,0.008465
2669.962940,0.008596
2670.203999,0.008703
2670.445057,0.008670
2670.686116,0.008498
2670.927174,0.008283
2671.168233,0.008174
2671.409291,0.008276
2671.650349,0.008502
2671.891408,0.008677
2672.132466,0.008771
2672.373525,0.008824
2672.614583,0.008835
2672.855641,0.008840
2673.096700,0.008879
2673.337758,0.008890
2673.578817,0.008793
2673.819875,0.008620
2674.060933,0.008506
2674.301992,0.008545
