XLabel,Wavenumber
YLabel,Absorbance
FileType,Absorbance
DisplayDirection,20300
PeakDirection,20312
2074.789728,0.049256
2075.030787,0.045519
2075.271845,0.044221
2075.512903,0.044735
2075.753962,0.047081
2075.995020,0.051846
2076.236079,0.060679
2076.477137,0.077904
2076.718195,0.112783
2076.959254,0.179672
2077.200312,0.293497
2077.441371,0.442594
2077.682429,0.470038
2077.923487,0.330938
2078.164546,0.207870
2078.405604,0.131696
2078.646663,0.090078
2078.887721,0.069029
2079.128779,0.058562
2079.369838,0.053527
2079.610896,0.051840
2079.851955,0.052712
2080.093013,0.056332
2080.334072,0.065205
2080.575130,0.086088
2080.816188,0.127158
2081.057247,0.189748
2081.298305,0.267860
2081.539364,0.364367
2081.780422,0.482133
2082.021480,0.513641
2082.262539,0.380843
2082.503597,0.246932
2082.744656,0.159587
2082.985714,0.109707
2083.226772,0.083427
2083.467831,0.070097
2083.708889,0.063890
2083.949948,0.062766
2084.191006,0.068393
2084.432064,0.085579
2084.673123,0.114129
2084.914181,0.140471
2085.155240,0.155346
2085.396298,0.178289
2085.637357,0.237914
2085.878415,0.351248
2086.119473,0.509494
2086.360532,0.563366
2086.601590,0.417463
2086.842649,0.275116
2087.083707,0.181704
2087.324765,0.126899
2087.565824,0.097593
2087.806882,0.084258
2088.047941,0.083411
2088.288999,0.094090
2088.530057,0.108283
2088.771116,0.112850
2089.012174,0.109553
2089.253233,0.114010
2089.494291,0.137158
2089.735349,0.187055
2089.976408,0.278090
2090.217466,0.425635
2090.458525,0.602947
2090.699583,0.598514
2090.940642,0.427837
2091.181700,0.286366
2091.422758,0.194424
2091.663817,0.141712
2091.904875,0.116995
2092.145934,0.108526
2092.386992,0.103702
2092.628050,0.096534
2092.869109,0.091806
2093.110167,0.095174
2093.351226,0.107380
2093.592284,0.130219
2093.833342,0.171823
2094.074401,0.245074
2094.315459,0.363750
2094.556518,0.534892
2094.797576,0.686346
2095.038634,0.593205
2095.279693,0.416168
2095.520751,0.283930
2095.761810,0.197850
2096.002868,0.145946
2096.243927,0.116725
2096.484985,0.101631
2096.726043,0.095598
2096.967102,0.095961
2097.208160,0.101132
2097.449219,0.111337
2097.690277,0.130356
2097.931335,0.165703
2098.172394,0.228014
2098.413452,0.330180
2098.654511,0.484261
2098.895569,0.679680
2099.136627,0.742741
2099.377686,0.570128
2099.618744,0.395882
2099.859803,0.272228
2100.100861,0.193493
2100.341919,0.147797
2100.582978,0.123640
2100.824036,0.112472
2101.065095,0.108985
2101.306153,0.110804
2101.547212,0.118675
